occupation,id,gender,fame,birthyear 
sports,2565,male,star,1987
politics,46652,male,star,1959
professional,1316,male,star,1987
creator,13817,male,star,1972
sports,34463,male,star,1996
sports,24509,male,star,1989
science,18444,male,star,1958
performer,40103,male,star,1968
creator,47146,male,superstar,1949
sports,648,female,star,1981
sports,39559,male,star,1994
creator,35388,male,superstar,1967
creator,10640,male,star,1985
sports,18565,male,star,1984
sports,3102,male,star,1990
creator,41126,male,rising,1979
performer,44468,female,star,1961
sports,24165,male,star,1989
sports,1767,male,star,1986
creator,20865,male,star,1959
performer,18001,male,rising,1958
creator,15741,male,star,1975
sports,28599,male,star,1994
sports,5535,male,star,1995
sports,41310,male,star,1988
performer,4834,female,star,1958
performer,38751,male,star,1968
sports,33304,male,star,1994
performer,31751,female,superstar,1984
sports,11581,male,star,1996
sports,28392,male,star,1985
creator,2561,female,star,1969
sports,2137,female,superstar,1991
professional,23598,female,superstar,1950
sports,22319,male,superstar,1983
performer,45590,male,superstar,1967
sports,23870,male,star,1994
performer,1994,female,star,1957
sports,33339,male,star,1993
performer,39789,male,star,1988
sports,26696,male,star,1989
politics,19667,male,star,1951
sports,14754,male,star,1994
creator,13542,male,star,1958
creator,21941,male,star,1976
creator,17146,male,superstar,1968
creator,41503,male,star,1980
performer,589,male,superstar,1947
sports,7356,male,star,1991
politics,16787,male,superstar,1964
performer,17915,female,star,1980
creator,17397,male,superstar,1969
sports,35315,male,star,1992
sports,26733,male,star,1976
performer,22769,male,star,1970
sports,3539,male,star,1978
performer,37808,male,star,1950
sports,20360,male,star,1983
performer,8930,male,star,1989
professional,896,male,superstar,1965
performer,3035,female,star,1991
creator,845,male,star,1986
politics,34256,female,star,1987
performer,39481,male,superstar,1973
sports,41395,male,star,1954
sports,35776,female,star,1974
performer,7964,female,superstar,1982
politics,29387,male,star,1967
performer,11864,male,star,1943
performer,11847,male,superstar,1988
performer,40302,male,star,1973
performer,37024,male,superstar,1989
sports,97,male,star,1989
sports,44109,male,star,1987
performer,28874,male,star,1977
performer,29318,male,star,1974
sports,20689,male,star,1992
performer,17875,male,star,2003
politics,16895,male,rising,1971
manager,36576,male,star,1957
sports,37084,male,star,1991
performer,31402,female,star,1963
science,48163,female,star,1979
creator,31042,male,superstar,1949
performer,11985,female,star,1988
sports,21133,male,star,1990
politics,47419,male,star,1967
sports,3363,female,star,1980
sports,10345,male,star,1990
creator,45325,female,star,1982
sports,7313,female,star,1987
performer,14460,female,star,1981
sports,29539,male,superstar,1985
sports,22577,male,star,1989
creator,29257,male,star,1988
sports,26179,male,rising,1990
sports,35657,male,star,1989
politics,42945,male,star,1946
sports,14872,female,star,1995
politics,48018,male,superstar,1977
sports,3454,male,star,1987
performer,3569,male,star,1970
manager,33913,female,star,1968
creator,30398,female,star,1982
sports,36511,male,star,1964
creator,3048,male,star,1963
creator,25572,female,star,1964
sports,15,male,star,1984
performer,9083,male,star,1992
sports,21169,male,star,1994
performer,24102,female,superstar,1989
performer,25635,female,star,1979
sports,40263,male,star,1994
performer,4193,female,star,1950
politics,2537,male,star,1969
sports,46194,male,star,1994
performer,8261,female,superstar,1994
creator,47786,male,star,1982
sports,18092,female,rising,1994
science,7685,male,star,2000
creator,31220,male,star,1966
sports,16383,male,rising,1992
sports,29215,female,star,1986
sports,7429,male,star,1982
performer,17847,female,star,1989
creator,31730,female,star,1976
performer,15629,female,star,1993
creator,24785,female,superstar,1987
sports,26438,male,star,1973
sports,30735,male,superstar,1988
sports,7932,male,star,1977
sports,3316,male,star,1982
performer,46535,male,star,1971
creator,43150,male,superstar,1964
performer,12794,female,superstar,1988
performer,21007,female,star,1984
creator,34192,male,star,1986
performer,12735,female,star,1979
performer,1673,female,star,1959
sports,5641,male,star,1979
performer,35724,male,superstar,1963
performer,38182,female,star,1989
performer,6589,female,superstar,2002
creator,25447,male,star,1969
performer,46463,male,star,1979
sports,6578,male,superstar,1986
performer,24016,female,superstar,1988
politics,10191,female,star,1968
sports,36879,male,superstar,1983
performer,21176,male,superstar,1973
sports,29502,male,star,1984
performer,23308,female,star,1965
performer,23166,female,star,1981
creator,7118,female,star,1983
creator,24324,female,superstar,1979
performer,45607,female,superstar,1986
performer,5352,female,star,1986
performer,28509,male,star,1986
sports,1203,female,star,1987
sports,28796,male,superstar,1957
sports,16734,male,rising,1992
creator,13683,female,star,1978
creator,36889,female,star,1983
sports,35599,female,star,1990
politics,7590,female,star,1985
creator,13483,male,star,1991
sports,2185,male,star,1983
sports,12312,male,star,1985
politics,19263,male,star,1951
sports,43027,male,star,1989
creator,24740,male,star,1955
creator,46208,female,star,1983
creator,43158,female,superstar,1981
sports,1761,male,star,1985
creator,22143,male,star,1959
sports,26961,male,star,1992
professional,21202,male,superstar,1966
sports,19553,male,star,1991
performer,1677,female,superstar,1980
performer,22165,male,star,1958
sports,39463,male,star,1994
sports,16053,female,star,1969
sports,182,male,star,1996
creator,11319,male,superstar,1987
science,28237,male,star,1964
politics,38525,male,star,1981
performer,16952,female,star,1975
sports,11059,male,star,1951
sports,25009,male,superstar,1985
performer,10031,male,star,1983
sports,33043,female,star,1995
performer,36951,female,star,2001
professional,4316,male,star,1989
professional,29517,male,star,1946
creator,41833,male,star,1973
sports,11836,male,star,1962
sports,21487,male,star,1988
sports,29512,male,star,1994
sports,38943,male,rising,1989
science,40013,female,rising,1981
performer,23359,female,star,1989
sports,29637,male,star,1988
politics,32894,female,star,1971
sports,27694,male,star,1981
creator,47697,female,superstar,1990
performer,1888,female,superstar,1982
creator,39877,female,star,1959
politics,20108,male,star,2000
creator,27852,female,star,1970
performer,46745,female,star,1990
sports,22831,male,star,1983
creator,25222,male,star,1945
sports,974,male,superstar,1994
sports,39201,female,star,1992
performer,18491,male,star,1992
manager,6056,male,star,1975
sports,11993,male,star,1995
performer,961,male,superstar,1987
professional,36827,male,star,1957
sports,36536,male,star,1982
sports,4564,male,superstar,1969
performer,45597,female,superstar,1989
performer,35426,male,star,1966
performer,8682,female,star,1989
performer,34584,male,superstar,1995
sports,30790,female,rising,1973
sports,30671,male,star,1950
sports,28006,male,star,1993
performer,15949,male,star,1988
sports,12786,female,star,1986
sports,27099,male,star,1969
creator,20361,male,star,1967
sports,8983,male,star,1994
performer,3474,female,star,1988
performer,29760,female,superstar,1987
creator,30691,male,star,1971
sports,22391,female,star,1983
performer,17436,male,superstar,1990
politics,27956,male,star,1958
sports,21991,male,star,1984
performer,16539,male,star,1974
performer,5451,male,superstar,1962
performer,6530,female,star,1965
science,19479,male,star,1953
creator,8798,male,star,1955
performer,9582,male,star,1973
performer,30563,female,superstar,1972
performer,36246,male,star,1974
performer,15143,male,star,1957
creator,40816,male,superstar,1978
performer,34196,male,superstar,1986
sports,12911,male,superstar,1976
sports,37274,male,star,1990
sports,31867,male,star,1983
performer,2727,female,star,1971
sports,17702,male,star,1987
performer,36067,female,star,1965
politics,2224,male,star,1955
politics,24011,female,rising,1976
creator,39793,male,superstar,1982
sports,27747,male,star,1988
creator,45000,male,star,1972
creator,38613,male,star,1986
sports,47989,male,star,1993
sports,15975,female,star,1990
performer,13592,female,superstar,1992
sports,45636,male,star,1992
creator,8701,female,star,1956
performer,3016,male,star,1951
performer,45184,male,star,1963
performer,28859,female,star,1989
performer,25548,female,star,1981
creator,2281,female,superstar,1981
creator,7790,male,superstar,1965
sports,14206,male,star,1989
science,13026,female,star,1962
sports,7224,female,star,1983
sports,1768,male,star,1990
performer,29343,male,star,1985
performer,29304,male,star,1974
sports,1264,male,star,1990
sports,36481,male,rising,1984
sports,25357,male,star,1995
performer,16488,female,star,1989
performer,39351,female,superstar,1987
manager,25173,male,star,1969
sports,28947,male,star,1994
creator,5688,female,star,1967
manager,47822,male,rising,1963
sports,5824,female,rising,1992
sports,26428,male,star,1990
performer,1742,female,star,2000
sports,13783,male,star,1986
politics,44898,male,star,1965
creator,7577,female,star,1962
sports,1383,female,star,1994
sports,4050,female,star,1961
sports,11573,male,star,1986
sports,19206,female,star,1993
sports,47683,male,star,1986
sports,6322,male,rising,1990
sports,1123,male,star,1987
performer,18673,male,star,1982
politics,13372,male,star,1958
performer,15441,female,star,1982
performer,32417,female,star,1990
sports,6234,male,star,1949
science,15388,male,star,1957
creator,18100,male,superstar,1967
sports,47080,male,star,1985
professional,44127,male,star,1962
sports,23033,male,rising,1992
sports,10645,male,star,1972
creator,7819,male,star,1972
professional,12014,male,superstar,1947
politics,44499,male,star,1964
sports,3440,male,star,1993
sports,38351,male,star,1980
sports,28495,female,star,1985
politics,2665,female,superstar,1973
sports,45190,male,superstar,1996
science,27766,male,star,1958
sports,535,male,star,1965
performer,27210,male,star,1994
sports,14491,male,star,1969
creator,20782,male,superstar,1996
sports,7047,male,superstar,1979
politics,23231,male,star,1969
sports,13049,male,superstar,1986
sports,34509,male,star,1971
performer,956,male,star,1957
